description,ibkr-symbol,region,exchange,isin,just-etf,extra-etf
ISHARES STOXX EUR600 CHEM DE,EXV7,DE - Germany,IBIS*,DE000A0H08E0,https://www.justetf.com/es/etf-profile.html?isin=DE000A0H08E0,https://extraetf.com/es/etf-profile/DE000A0H08E0
ISHR EUR600 CNSTRN&MTRLS DE,EXV8,DE - Germany,IBIS*,DE000A0H08F7,https://www.justetf.com/es/etf-profile.html?isin=DE000A0H08F7,https://extraetf.com/es/etf-profile/DE000A0H08F7
ISHR EUR 600 TRAVEL&LEIS DE,EXV9,DE - Germany,IBIS*,DE000A0H08S0,https://www.justetf.com/es/etf-profile.html?isin=DE000A0H08S0,https://extraetf.com/es/etf-profile/DE000A0H08S0
ISHR EB.REXX GV DE 0-1Y EURD,EXVM,DE - Germany,IBIS*,DE000A0Q4RZ9,https://www.justetf.com/es/etf-profile.html?isin=DE000A0Q4RZ9,https://extraetf.com/es/etf-profile/DE000A0Q4RZ9
ISHARES CORE EURO STOXX50 DE,EXW1,DE - Germany,IBIS*,DE0005933956,https://www.justetf.com/es/etf-profile.html?isin=DE0005933956,https://extraetf.com/es/etf-profile/DE0005933956
ISHARES STOXX EUROPE 50 DE,EXW3,DE - Germany,IBIS*,DE0005933949,https://www.justetf.com/es/etf-profile.html?isin=DE0005933949,https://extraetf.com/es/etf-profile/DE0005933949
ISHARES EURO STOXX BANKS 30-,EXX1,DE - Germany,IBIS*,DE0006289309,https://www.justetf.com/es/etf-profile.html?isin=DE0006289309,https://extraetf.com/es/etf-profile/DE0006289309
ISHARES DJ US SEL DIV DE,EXX5,DE - Germany,IBIS*,DE000A0D8Q49,https://www.justetf.com/es/etf-profile.html?isin=DE000A0D8Q49,https://extraetf.com/es/etf-profile/DE000A0D8Q49
ISH EB.REXX GVTGRMNY10.5 DE,EXX6,DE - Germany,IBIS*,DE000A0D8Q31,https://www.justetf.com/es/etf-profile.html?isin=DE000A0D8Q31,https://extraetf.com/es/etf-profile/DE000A0D8Q31
ISHR NIKKEI225 UCITS ETF DE,EXX7,DE - Germany,IBIS*,DE000A0H08D2,https://www.justetf.com/es/etf-profile.html?isin=DE000A0H08D2,https://extraetf.com/es/etf-profile/DE000A0H08D2
ISHR NASDAQ100 UCITS ETF DE,EXXT,DE - Germany,IBIS*,DE000A0F5UF5,https://www.justetf.com/es/etf-profile.html?isin=DE000A0F5UF5,https://extraetf.com/es/etf-profile/DE000A0F5UF5
ISHR DJ CHINAOFFSHORE 50 DE,EXXU,DE - Germany,IBIS*,DE000A0F5UE8,https://www.justetf.com/es/etf-profile.html?isin=DE000A0F5UE8,https://extraetf.com/es/etf-profile/DE000A0F5UE8
ISHR DJEUR SUSTAINABILITY DE,EXXV,DE - Germany,IBIS*,DE000A0F5UG3,https://www.justetf.com/es/etf-profile.html?isin=DE000A0F5UG3,https://extraetf.com/es/etf-profile/DE000A0F5UG3
ISHARES ASIA PAC DIVIDEND,EXXW,DE - Germany,IBIS*,DE000A0H0744,https://www.justetf.com/es/etf-profile.html?isin=DE000A0H0744,https://extraetf.com/es/etf-profile/DE000A0H0744
ISHARES ATX UCITS ETF DE,EXXX,DE - Germany,IBIS*,DE000A0D8Q23,https://www.justetf.com/es/etf-profile.html?isin=DE000A0D8Q23,https://extraetf.com/es/etf-profile/DE000A0D8Q23
ISH DIV COMDTY SWAP DE,EXXY,DE - Germany,IBIS*,DE000A0H0728,https://www.justetf.com/es/etf-profile.html?isin=DE000A0H0728,https://extraetf.com/es/etf-profile/DE000A0H0728
WT ZINC - EUR DAILY HEDGED,EZNC,JE - Jersey,BVME.ETF*,JE00B78NNM23,https://www.justetf.com/es/etf-profile.html?isin=JE00B78NNM23,https://extraetf.com/es/etf-profile/JE00B78NNM23
OSSIAM FOOD FOR BIODIVERSITY,F4DE,IE - Ireland,EBS*,IE00BN0YSK89,https://www.justetf.com/es/etf-profile.html?isin=IE00BN0YSK89,https://extraetf.com/es/etf-profile/IE00BN0YSK89
AMUNDI MULTI-ASSET PORTFOLIO,F701,DE - Germany,IBIS*,DE000ETF7011,https://www.justetf.com/es/etf-profile.html?isin=DE000ETF7011,https://extraetf.com/es/etf-profile/DE000ETF7011
AMUNDI MULTI-ASSET PORTFOLIO,F702,DE - Germany,IBIS*,DE000ETF7029,https://www.justetf.com/es/etf-profile.html?isin=DE000ETF7029,https://extraetf.com/es/etf-profile/DE000ETF7029
AMUNDI MULTI-ASSET PORTFOLIO,F703,DE - Germany,IBIS*,DE000ETF7037,https://www.justetf.com/es/etf-profile.html?isin=DE000ETF7037,https://extraetf.com/es/etf-profile/DE000ETF7037
FAM METALS&MINING UCITS ETF,FAMAMW,IE - Ireland,BVME.ETF*,IE000EE3Q489,https://www.justetf.com/es/etf-profile.html?isin=IE000EE3Q489,https://extraetf.com/es/etf-profile/IE000EE3Q489
FAM HY SRI SC BOND UCITS ETF,FAMEUS,IE - Ireland,BVME.ETF*,IE000O2G7VL0,https://www.justetf.com/es/etf-profile.html?isin=IE000O2G7VL0,https://extraetf.com/es/etf-profile/IE000O2G7VL0
FAM IG LSRI SCB UCITS ETF,FAMLSS,IE - Ireland,BVME.ETF*,IE000WMJVNE9,https://www.justetf.com/es/etf-profile.html?isin=IE000WMJVNE9,https://extraetf.com/es/etf-profile/IE000WMJVNE9
FAM ACWI IMI CS UCITS ETF,FAMMAI,IE - Ireland,BVME.ETF*,IE000VYO9NT0,https://www.justetf.com/es/etf-profile.html?isin=IE000VYO9NT0,https://extraetf.com/es/etf-profile/IE000VYO9NT0
FAM WF ESG LEADERS UCITS ETF,FAMMWF,IE - Ireland,BVME.ETF*,IE000VDP6OY8,https://www.justetf.com/es/etf-profile.html?isin=IE000VDP6OY8,https://extraetf.com/es/etf-profile/IE000VDP6OY8
FAM WSS EQUIPMENT UCITS ETF,FAMMWS,IE - Ireland,BVME.ETF*,IE000C87OS21,https://www.justetf.com/es/etf-profile.html?isin=IE000C87OS21,https://extraetf.com/es/etf-profile/IE000C87OS21
FAM SRI SEFF 1-3CB UCITS ETF,FAMSF3,IE - Ireland,BVME.ETF*,IE000W6ZFH20,https://www.justetf.com/es/etf-profile.html?isin=IE000W6ZFH20,https://extraetf.com/es/etf-profile/IE000W6ZFH20
FAM IG SRI SEFF CB UCITS ETF,FAMSFF,IE - Ireland,BVME.ETF*,IE000NPK2VI6,https://www.justetf.com/es/etf-profile.html?isin=IE000NPK2VI6,https://extraetf.com/es/etf-profile/IE000NPK2VI6
FAM WIT ESGLEADERS UCITS ETF,FAMTEL,IE - Ireland,BVME.ETF*,IE000SACNHU2,https://www.justetf.com/es/etf-profile.html?isin=IE000SACNHU2,https://extraetf.com/es/etf-profile/IE000SACNHU2
FAM HY SRI SCB UCITS ETF,FAMUSS,IE - Ireland,BVME.ETF*,IE0000JVOLK2,https://www.justetf.com/es/etf-profile.html?isin=IE0000JVOLK2,https://extraetf.com/es/etf-profile/IE0000JVOLK2
FAM WCS ESGLEADERS UCITS ETF,FAMWCS,IE - Ireland,BVME.ETF*,IE0006XQ3YX3,https://www.justetf.com/es/etf-profile.html?isin=IE0006XQ3YX3,https://extraetf.com/es/etf-profile/IE0006XQ3YX3
GRANITESHARES FAANG,FANE,IE - Ireland,LSEETF*,XS2679084603,https://www.justetf.com/es/etf-profile.html?isin=XS2679084603,https://extraetf.com/es/etf-profile/XS2679084603
LEVERAGE SHARES 2X FACEBOOK,FB2E,IE - Ireland,LSEETF*,IE00BF03XP94,https://www.justetf.com/es/etf-profile.html?isin=IE00BF03XP94,https://extraetf.com/es/etf-profile/IE00BF03XP94
-3X FACEBOOK,FBE,IE - Ireland,LSEETF*,XS2800709557,https://www.justetf.com/es/etf-profile.html?isin=XS2800709557,https://extraetf.com/es/etf-profile/XS2800709557
FIRST TRUST BIOTECHNOLOGY,FBT,IE - Ireland,BVME.ETF*,IE00BL0L0H60,https://www.justetf.com/es/etf-profile.html?isin=IE00BL0L0H60,https://extraetf.com/es/etf-profile/IE00BL0L0H60
FIDELITY CLOUD COMPUTING ACC,FCLD,IE - Ireland,BVME.ETF*,IE000M0ZXLY9,https://www.justetf.com/es/etf-profile.html?isin=IE000M0ZXLY9,https://extraetf.com/es/etf-profile/IE000M0ZXLY9
WT WTI CRUDE LONGER DATED,FCRU,JE - Jersey,BVME.ETF*,JE00B24DLX86,https://www.justetf.com/es/etf-profile.html?isin=JE00B24DLX86,https://extraetf.com/es/etf-profile/JE00B24DLX86
FT GLBL CAP STR ESG LDRS ETF,FCSG,IE - Ireland,AEB*,IE00BKPSPT20,https://www.justetf.com/es/etf-profile.html?isin=IE00BKPSPT20,https://extraetf.com/es/etf-profile/IE00BKPSPT20
FIDELITY DIGITAL HEALTH ACC,FDHT,IE - Ireland,BVME.ETF*,IE000BPQIAA3,https://www.justetf.com/es/etf-profile.html?isin=IE000BPQIAA3,https://extraetf.com/es/etf-profile/IE000BPQIAA3
FIRST TRUST DJ INTERNET ETF,FDNE,IE - Ireland,AEB*,IE00BG0SSC32,https://www.justetf.com/es/etf-profile.html?isin=IE00BG0SSC32,https://extraetf.com/es/etf-profile/IE00BG0SSC32
FIRST TRUST DJ INTNL INTRNET,FDNI,IE - Ireland,BVME.ETF*,IE00BT9PVG14,https://www.justetf.com/es/etf-profile.html?isin=IE00BT9PVG14,https://extraetf.com/es/etf-profile/IE00BT9PVG14
FIDELITY EV & FT ACC,FDRV,IE - Ireland,BVME.ETF*,IE0009MG7KH8,https://www.justetf.com/es/etf-profile.html?isin=IE0009MG7KH8,https://extraetf.com/es/etf-profile/IE0009MG7KH8
AM FED FUNDS US D CASH-ETF A,FEDF,LU - Luxembourg,BVME.ETF*,LU1233598447,https://www.justetf.com/es/etf-profile.html?isin=LU1233598447,https://extraetf.com/es/etf-profile/LU1233598447
FIDELITY EM QUAL INCOME-INC,FEME,IE - Ireland,BVME.ETF*,IE00BYSX4739,https://www.justetf.com/es/etf-profile.html?isin=IE00BYSX4739,https://extraetf.com/es/etf-profile/IE00BYSX4739
FIDELITY SRE EM EQUITY -ACC,FEMR,IE - Ireland,BVME.ETF*,IE00BLRPN388,https://www.justetf.com/es/etf-profile.html?isin=IE00BLRPN388,https://extraetf.com/es/etf-profile/IE00BLRPN388
FIDELITY SRE EUR EQUITY-ACC,FEUR,IE - Ireland,BVME.ETF*,IE00BKSBGT50,https://www.justetf.com/es/etf-profile.html?isin=IE00BKSBGT50,https://extraetf.com/es/etf-profile/IE00BKSBGT50
FIRST TRUST EUROZONE ALPHADX,FEUZ,IE - Ireland,AEB*,IE00B8X9NY41,https://www.justetf.com/es/etf-profile.html?isin=IE00B8X9NY41,https://extraetf.com/es/etf-profile/IE00B8X9NY41
FIRST TRUST GLOBAL EQT INC,FGBL,IE - Ireland,SBF*,IE00BYTH6121,https://www.justetf.com/es/etf-profile.html?isin=IE00BYTH6121,https://extraetf.com/es/etf-profile/IE00BYTH6121
FIDELITY SRE GLB EQUITY-ACC,FGLR,IE - Ireland,BVME.ETF*,IE00BKSBGV72,https://www.justetf.com/es/etf-profile.html?isin=IE00BKSBGV72,https://extraetf.com/es/etf-profile/IE00BKSBGV72
LYXOR EURSTX600 FIN SERV,LFIN,LU - Luxembourg,IBIS*,LU1834984798,https://www.justetf.com/es/etf-profile.html?isin=LU1834984798,https://extraetf.com/es/etf-profile/LU1834984798
AM MSCI WORLD FIN-ETF E ACC,FINSW,LU - Luxembourg,BVME.ETF*,LU0533032859,https://www.justetf.com/es/etf-profile.html?isin=LU0533032859,https://extraetf.com/es/etf-profile/LU0533032859
GLOBAL X FINTECH UCITS USD-A,FINX,IE - Ireland,BVME.ETF*,IE00BLCHJZ35,https://www.justetf.com/es/etf-profile.html?isin=IE00BLCHJZ35,https://extraetf.com/es/etf-profile/IE00BLCHJZ35
FIDELITY SRE JP EQUITY -ACC,FJPR,IE - Ireland,BVME.ETF*,IE00BNGFMX61,https://www.justetf.com/es/etf-profile.html?isin=IE00BNGFMX61,https://extraetf.com/es/etf-profile/IE00BNGFMX61
FLEXSHARES PRIVATE EQUITY,FLPE,IE - Ireland,AEB*,IE0008ZGI5C1,https://www.justetf.com/es/etf-profile.html?isin=IE0008ZGI5C1,https://extraetf.com/es/etf-profile/IE0008ZGI5C1
FRANK SU EUR GN BD UCITS ETF,FLRG,IE - Ireland,BVME.ETF*,IE00BHZRR253,https://www.justetf.com/es/etf-profile.html?isin=IE00BHZRR253,https://extraetf.com/es/etf-profile/IE00BHZRR253
FRANKLIN EMMARKETS UCITS ETF,FLXE,IE - Ireland,BVME.ETF*,IE00BF2B0K52,https://www.justetf.com/es/etf-profile.html?isin=IE00BF2B0K52,https://extraetf.com/es/etf-profile/IE00BF2B0K52
FIDELITY METAVERSE ACC,FMET,IE - Ireland,BVME.ETF*,IE000TLLSP66,https://www.justetf.com/es/etf-profile.html?isin=IE000TLLSP66,https://extraetf.com/es/etf-profile/IE000TLLSP66
AMUNDI ITALY MIB ESG,FMI,LU - Luxembourg,SBF*,LU1681037518,https://www.justetf.com/es/etf-profile.html?isin=LU1681037518,https://extraetf.com/es/etf-profile/LU1681037518
LYXOR EURSTX600 F&B,FOO,LU - Luxembourg,SBF*,LU1834985845,https://www.justetf.com/es/etf-profile.html?isin=LU1834985845,https://extraetf.com/es/etf-profile/LU1834985845
FIDELITY SRE PXJ EQUITY -ACC,FPXR,IE - Ireland,BVME.ETF*,IE00BNGFMY78,https://www.justetf.com/es/etf-profile.html?isin=IE00BNGFMY78,https://extraetf.com/es/etf-profile/IE00BNGFMY78
UBS ETF EURO INFL LINK 1-10,FRC3,LU - Luxembourg,IBIS*,LU1645380368,https://www.justetf.com/es/etf-profile.html?isin=LU1645380368,https://extraetf.com/es/etf-profile/LU1645380368
UBS ETF EURO INFL LINK 10+,FRC4,LU - Luxembourg,IBIS*,LU1645381689,https://www.justetf.com/es/etf-profile.html?isin=LU1645381689,https://extraetf.com/es/etf-profile/LU1645381689
UBS ETF MSCI JAPAN SRI,FRCJ,LU - Luxembourg,IBIS*,LU1230561679,https://www.justetf.com/es/etf-profile.html?isin=LU1230561679,https://extraetf.com/es/etf-profile/LU1230561679
AMUNDI USD FLOATING RATE COR,FRNU,LU - Luxembourg,IBIS*,LU1681040900,https://www.justetf.com/es/etf-profile.html?isin=LU1681040900,https://extraetf.com/es/etf-profile/LU1681040900
FIDELITY CLEAN ENERGY ACC,FRNW,IE - Ireland,BVME.ETF*,IE0002MXIF34,https://www.justetf.com/es/etf-profile.html?isin=IE0002MXIF34,https://extraetf.com/es/etf-profile/IE0002MXIF34
FIRST TRUST LOW DUR G G BOND,FSOV,IE - Ireland,AEB*,IE00BKS2X317,https://www.justetf.com/es/etf-profile.html?isin=IE00BKS2X317,https://extraetf.com/es/etf-profile/IE00BKS2X317
GRANITESHARES FATANG,FTNE,IE - Ireland,LSEETF*,XS2693061900,https://www.justetf.com/es/etf-profile.html?isin=XS2693061900,https://extraetf.com/es/etf-profile/XS2693061900
AMUNDI FTSE 100-ETF ACC,FTS100,LU - Luxembourg,BVME.ETF*,LU1650492173,https://www.justetf.com/es/etf-profile.html?isin=LU1650492173,https://extraetf.com/es/etf-profile/LU1650492173
FIDELITY SRE US EQUITY-ACC,FUSR,IE - Ireland,BVME.ETF*,IE00BKSBGS44,https://www.justetf.com/es/etf-profile.html?isin=IE00BKSBGS44,https://extraetf.com/es/etf-profile/IE00BKSBGS44
IVZ FTSE ALL WORLD ACC,FWRA,IE - Ireland,BVME.ETF*,IE000716YHJ7,https://www.justetf.com/es/etf-profile.html?isin=IE000716YHJ7,https://extraetf.com/es/etf-profile/IE000716YHJ7
ISHARES CHINA LARGE CAP USDA,FXAC,IE - Ireland,AEB*,IE000QOU09J7,https://www.justetf.com/es/etf-profile.html?isin=IE000QOU09J7,https://extraetf.com/es/etf-profile/IE000QOU09J7
ISHARES CHINA LARGE CAP,FXC,IE - Ireland,AEB*,IE00B02KXK85,https://www.justetf.com/es/etf-profile.html?isin=IE00B02KXK85,https://extraetf.com/es/etf-profile/IE00B02KXK85
FIRST TRUST FACTORFX UCIT EU,FXEU,IE - Ireland,AEB*,IE00BD5HBS12,https://www.justetf.com/es/etf-profile.html?isin=IE00BD5HBS12,https://extraetf.com/es/etf-profile/IE00BD5HBS12
FINEX GOLD ETF USD,FXGD,IE - Ireland,AEB*,IE00B8XB7377,https://www.justetf.com/es/etf-profile.html?isin=IE00B8XB7377,https://extraetf.com/es/etf-profile/IE00B8XB7377
AMUNDI INDEX SOLUTIONS - AMU,GAGG,LU - Luxembourg,SBF*,LU1437024729,https://www.justetf.com/es/etf-profile.html?isin=LU1437024729,https://extraetf.com/es/etf-profile/LU1437024729
AMUNDI GLOB AGG BOND HDG EUR,GAGH,LU - Luxembourg,BVME.ETF*,LU1708330318,https://www.justetf.com/es/etf-profile.html?isin=LU1708330318,https://extraetf.com/es/etf-profile/LU1708330318
NATURAL GAS ETC,GAS,IE - Ireland,BVME.ETF*,XS2691038843,https://www.justetf.com/es/etf-profile.html?isin=XS2691038843,https://extraetf.com/es/etf-profile/XS2691038843
WT SHORT GBP LONG EUR 3X DLY,GBE3,JE - Jersey,BVME.ETF*,JE00B3RQ6R05,https://www.justetf.com/es/etf-profile.html?isin=JE00B3RQ6R05,https://extraetf.com/es/etf-profile/JE00B3RQ6R05
WT SHORT GBP LONG EUR 5X DLY,GBE5,JE - Jersey,BVME.ETF*,JE00BMM1X270,https://www.justetf.com/es/etf-profile.html?isin=JE00BMM1X270,https://extraetf.com/es/etf-profile/JE00BMM1X270
WT SHORT GBP LONG EUR,GBEU,JE - Jersey,BVME.ETF*,JE00B3MVPQ29,https://www.justetf.com/es/etf-profile.html?isin=JE00B3MVPQ29,https://extraetf.com/es/etf-profile/JE00B3MVPQ29
VANECK GLOBAL MINING ETF,GDIG,IE - Ireland,BVME.ETF*,IE00BDFBTQ78,https://www.justetf.com/es/etf-profile.html?isin=IE00BDFBTQ78,https://extraetf.com/es/etf-profile/IE00BDFBTQ78
VANECK GOLD MINERS UCITS ETF,GDX,IE - Ireland,BVME.ETF*,US3695501086,https://www.justetf.com/es/etf-profile.html?isin=US3695501086,https://extraetf.com/es/etf-profile/US3695501086
VANECK JR. GOLD MINERS ETF,GDXJ,IE - Ireland,BVME.ETF*,IE00BQQP9G91,https://www.justetf.com/es/etf-profile.html?isin=IE00BQQP9G91,https://extraetf.com/es/etf-profile/IE00BQQP9G91
UBS ETF EMU GOV ESG LIQ BOND,GEB,LU - Luxembourg,BVME.ETF*,GB00BF4HYT85,https://www.justetf.com/es/etf-profile.html?isin=GB00BF4HYT85,https://extraetf.com/es/etf-profile/GB00BF4HYT85
SPDR S&P GLB DVD ARISTCR ESG,GEDV,IE - Ireland,AEB*,IE00BYTH5S21,https://www.justetf.com/es/etf-profile.html?isin=IE00BYTH5S21,https://extraetf.com/es/etf-profile/IE00BYTH5S21
BNP JPM ESG EMU GV 3-5 ETF C,GEMU,LU - Luxembourg,SBF*,LU2244387457,https://www.justetf.com/es/etf-profile.html?isin=LU2244387457,https://extraetf.com/es/etf-profile/LU2244387457
UBS ETF GL GEN EQ USD A-DIS,GENDED,IE - Ireland,BVME.ETF*,IE00BDR5GT91,https://www.justetf.com/es/etf-profile.html?isin=IE00BDR5GT91,https://extraetf.com/es/etf-profile/IE00BDR5GT91
UBS ETF GL GENDER EQ H EUR A,GENDEE,IE - Ireland,EBS*,IE00BDR5H073,https://www.justetf.com/es/etf-profile.html?isin=IE00BDR5H073,https://extraetf.com/es/etf-profile/IE00BDR5H073
INVESCO NASDAQ NEXT GEN 100,GEQ1,US - United States,GETTEX*,US46138G6310,https://www.justetf.com/es/etf-profile.html?isin=US46138G6310,https://extraetf.com/es/etf-profile/US46138G6310
BNPP EASY ESG EMU IG 1-3,GEU3C,LU - Luxembourg,SBF*,LU2533810862,https://www.justetf.com/es/etf-profile.html?isin=LU2533810862,https://extraetf.com/es/etf-profile/LU2533810862
BNPP ESGEMU IG 1-3,GEU3D,LU - Luxembourg,SBF*,LU2533810789,https://www.justetf.com/es/etf-profile.html?isin=LU2533810789,https://extraetf.com/es/etf-profile/LU2533810789
VANECK GL FALLEN ANGL HY ETF,GFA,IE - Ireland,BVME.ETF*,IE00BF540Z61,https://www.justetf.com/es/etf-profile.html?isin=IE00BF540Z61,https://extraetf.com/es/etf-profile/IE00BF540Z61
GRANITESHARES GAFAM,GFME,IE - Ireland,LSEETF*,XS2684011641,https://www.justetf.com/es/etf-profile.html?isin=XS2684011641,https://extraetf.com/es/etf-profile/XS2684011641
GRAYSCALE FUTURE OF FINANCE,GFOF,IE - Ireland,BVME.ETF*,IE000TVPSRI1,https://www.justetf.com/es/etf-profile.html?isin=IE000TVPSRI1,https://extraetf.com/es/etf-profile/IE000TVPSRI1
UBS ETF GREEN BOND USD,GGB,LU - Luxembourg,BVME.ETF*,LU2484583138,https://www.justetf.com/es/etf-profile.html?isin=LU2484583138,https://extraetf.com/es/etf-profile/LU2484583138
UBS ETF GLB GREEN BOND EURHA,GGE,LU - Luxembourg,BVME.ETF*,LU2484583302,https://www.justetf.com/es/etf-profile.html?isin=LU2484583302,https://extraetf.com/es/etf-profile/LU2484583302
-3X ALPHABET,GGES,IE - Ireland,LSEETF*,XS2472335046,https://www.justetf.com/es/etf-profile.html?isin=XS2472335046,https://extraetf.com/es/etf-profile/XS2472335046
AMUNDI JP MRG GBI GLOB GOV,GGOV,LU - Luxembourg,SBF*,LU1437016204,https://www.justetf.com/es/etf-profile.html?isin=LU1437016204,https://extraetf.com/es/etf-profile/LU1437016204
WISDOMTREE GLB QLY DIV GRWTH,GGRA,IE - Ireland,BVME.ETF*,US3666511072,https://www.justetf.com/es/etf-profile.html?isin=US3666511072,https://extraetf.com/es/etf-profile/US3666511072
WT GLB QLY DVD GRWTH EUR HGD,GGRE,IE - Ireland,BVME.ETF*,IE0007M3MLF3,https://www.justetf.com/es/etf-profile.html?isin=IE0007M3MLF3,https://extraetf.com/es/etf-profile/IE0007M3MLF3
WT GLB QLY DIV GRWTH INST,GGRI,IE - Ireland,SBF*,IE00030Y2P41,https://www.justetf.com/es/etf-profile.html?isin=IE00030Y2P41,https://extraetf.com/es/etf-profile/IE00030Y2P41
LYXOR GL HI YLD SUST EXPO,GHYE,LU - Luxembourg,BVME.ETF*,LU2099295466,https://www.justetf.com/es/etf-profile.html?isin=LU2099295466,https://extraetf.com/es/etf-profile/LU2099295466
LYXOR GLOB HY SUST EXPO ETF,GHYEH,LU - Luxembourg,BVME.ETF*,LU2099296274,https://www.justetf.com/es/etf-profile.html?isin=LU2099296274,https://extraetf.com/es/etf-profile/LU2099296274
ISH GLB INFL-LK GOVT EUR-H D,GILE,IE - Ireland,LSEETF*,IE00BD8PH174,https://www.justetf.com/es/etf-profile.html?isin=IE00BD8PH174,https://extraetf.com/es/etf-profile/IE00BD8PH174
AM UK GOVERNMENT BOND-ETF D,GILS,LU - Luxembourg,SBF*,LU1407892592,https://www.justetf.com/es/etf-profile.html?isin=LU1407892592,https://extraetf.com/es/etf-profile/LU1407892592
AMUNDI GLBL INFRA UCITS ETF,GINF,LU - Luxembourg,SBF*,LU1589350310,https://www.justetf.com/es/etf-profile.html?isin=LU1589350310,https://extraetf.com/es/etf-profile/LU1589350310
AM GL GOV ILB 1-10Y-ETF DIST,GIST,LU - Luxembourg,BVME.ETF*,LU1910939849,https://www.justetf.com/es/etf-profile.html?isin=LU1910939849,https://extraetf.com/es/etf-profile/LU1910939849
UBS ETF SP DV ARI ELIT H EUR,GLDVDE,IE - Ireland,BVME.ETF*,IE00BM9TV208,https://www.justetf.com/es/etf-profile.html?isin=IE00BM9TV208,https://extraetf.com/es/etf-profile/IE00BM9TV208
L&G CLEAN WATER UCITS ETF,GLUG,IE - Ireland,BVME.ETF*,IE00BK5BC891,https://www.justetf.com/es/etf-profile.html?isin=IE00BK5BC891,https://extraetf.com/es/etf-profile/IE00BK5BC891
AMUNDI S&P GLOBAL LUXURY,GLUX,LU - Luxembourg,SBF*,LU1681048630,https://www.justetf.com/es/etf-profile.html?isin=LU1681048630,https://extraetf.com/es/etf-profile/LU1681048630
ISHARES ESG USD EM BD EUR-HA,GMES,IE - Ireland,EBS*,IE00BKP5L730,https://www.justetf.com/es/etf-profile.html?isin=IE00BKP5L730,https://extraetf.com/es/etf-profile/IE00BKP5L730
GX GENOMIC BIOTECH UCITS,GNOM,IE - Ireland,BVME.ETF*,IE00BM8R0N95,https://www.justetf.com/es/etf-profile.html?isin=IE00BM8R0N95,https://extraetf.com/es/etf-profile/IE00BM8R0N95
AMUNDI MS R&AI ESG UCITS ETF,GOAI,LU - Luxembourg,SBF*,LU1861132840,https://www.justetf.com/es/etf-profile.html?isin=LU1861132840,https://extraetf.com/es/etf-profile/LU1861132840
SG DAILY SHORT-1X GOLD FUTUR,GOL1S,LU - Luxembourg,BVME.ETF*,XS2425318099,https://www.justetf.com/es/etf-profile.html?isin=XS2425318099,https://extraetf.com/es/etf-profile/XS2425318099
SG DAILY SHORT-3X GOLD FUTUR,GOL3S,LU - Luxembourg,BVME.ETF*,XS2425317448,https://www.justetf.com/es/etf-profile.html?isin=XS2425317448,https://extraetf.com/es/etf-profile/XS2425317448
AMUNDI PHYSICAL GOLD ETC,GOLD,IE - Ireland,SBF*,FR0013416716,https://www.justetf.com/es/etf-profile.html?isin=FR0013416716,https://extraetf.com/es/etf-profile/FR0013416716
EUWAX GOLD,GOLD,DE - Germany,SWB*,FR0013416716,https://www.justetf.com/es/etf-profile.html?isin=FR0013416716,https://extraetf.com/es/etf-profile/FR0013416716
SG ETC GOLD DAILY EURO H COL,GOLDH,LU - Luxembourg,BVME.ETF*,XS1073721562,https://www.justetf.com/es/etf-profile.html?isin=XS1073721562,https://extraetf.com/es/etf-profile/XS1073721562
LS 1X GOOG,GOO1,IE - Ireland,LSEETF*,XS2337100163,https://www.justetf.com/es/etf-profile.html?isin=XS2337100163,https://extraetf.com/es/etf-profile/XS2337100163
LEVERAGE SHARES 2X ALPHABET,GOOE,IE - Ireland,LSEETF*,IE00BF01VY89,https://www.justetf.com/es/etf-profile.html?isin=IE00BF01VY89,https://extraetf.com/es/etf-profile/IE00BF01VY89
SPDR BLOOMBERG BARCLAYS EURO,GOVA,IE - Ireland,AEB*,IE00BMYHQM42,https://www.justetf.com/es/etf-profile.html?isin=IE00BMYHQM42,https://extraetf.com/es/etf-profile/IE00BMYHQM42
